Transaction_ID,BasketSize,TotalSpend,Cleansing,Hair Care,Lips,Make-up Eyes,Skin,Segment,PCA1,PCA2
1,6,3093,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,3.6718436662961835,0.028095576070105693
2,3,1446,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1,-0.9836908837661389,-0.717901314114952
3,5,1427,0.2,0.2,0.6,0.0,0.0,2,0.044649763270676726,-0.7205645738313055
4,4,1901,0.0,0.0,0.5,0.0,0.5,1,0.07370209623018895,-2.246557771739647
5,4,1328,0.5,0.0,0.0,0.25,0.25,3,-0.4893600203244883,0.14995910729754425
6,3,1144,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,-1.5500246475141284,1.5080707498224122
7,6,2443,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,2,2.7245078600870234,0.24599802381072142
8,3,988,1.0,0.0,0.0,0.0,0.0,3,-1.9289506935866503,0.330451273678864
9,3,888,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0,-1.812664454174359,2.0724671757493023
10,4,1222,0.0,0.0,0.75,0.25,0.0,1,-1.0625049427329152,-0.6087811694420812
11,4,1731,0.0,0.25,0.5,0.25,0.0,0,-0.12006321640905396,0.26292379197826266
12,4,2057,0.25,0.0,0.5,0.0,0.25,1,0.2623655620098814,-1.572211149450442
13,4,1635,0.0,0.25,0.5,0.0,0.25,1,-0.31848128011299337,-1.0676277273387649
14,4,1839,0.25,0.0,0.25,0.25,0.25,1,0.15693602258132885,-0.4061563195458049
15,3,1459,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,3,-1.0869285291407818,1.133175025403702
16,4,1378,0.25,0.0,0.25,0.25,0.25,1,-0.5366690438774278,-0.3457359435725118
17,4,1754,0.5,0.0,0.0,0.25,0.25,3,0.15158522547037143,0.0941259616042192
18,4,1676,0.0,0.25,0.5,0.0,0.25,1,-0.2567940616209999,-1.0730013399524416
19,4,1286,0.25,0.5,0.25,0.0,0.0,0,-0.7130063209577678,0.611322470767572
20,4,2198,0.0,0.25,0.0,0.25,0.5,2,0.9197416809535943,-0.20958436274837464
21,5,1823,0.2,0.6,0.0,0.0,0.2,0,1.057914956739902,0.5644798672773512
22,5,2136,0.0,0.2,0.0,0.4,0.4,2,1.6392008127093993,0.2861293396428907
23,6,2898,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,2,3.2150031585010326,-0.0026300808595285277
24,4,1789,0.25,0.5,0.0,0.25,0.0,0,0.2663564452899564,1.6828803569048678
25,3,1012,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,-1.9120105181150244,0.8731820081562512
26,4,1818,0.0,0.5,0.25,0.0,0.25,0,0.13347183088428513,-0.15319599245357562
27,4,1361,0.0,0.0,0.25,0.5,0.25,0,-0.46221809485182175,0.30483321339706415
28,5,1861,0.2,0.0,0.6,0.2,0.0,2,0.7343902897045661,-0.6181929953963144
29,5,1772,0.4,0.0,0.2,0.2,0.2,2,0.83338273284778,-0.3797353908761685
30,4,1144,0.25,0.25,0.5,0.0,0.0,1,-1.1032722134630528,-0.30848287673129393
31,4,1886,0.25,0.0,0.25,0.0,0.5,1,0.1736709404470254,-1.755449951149559
32,5,1448,0.0,0.2,0.2,0.6,0.0,0,0.5123739806208509,1.615328648467782
33,3,1628,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0,-0.6992853887091096,1.97548002125855
34,3,1427,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,-1.287615501671675,0.8187905634080591
35,4,1837,0.25,0.0,0.25,0.25,0.25,1,0.1539268899719633,-0.4058941921012353
36,6,2122,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,2,2.241609036283094,-0.3078365915684422
37,5,2001,0.2,0.2,0.4,0.2,0.0,2,1.0863235541524192,0.11419120033445952
38,5,1789,0.0,0.4,0.2,0.2,0.2,2,0.9454885815525931,0.33687577593697626
39,3,1296,0.0,0.0,1.0,0.0,0.0,1,-1.955693626892669,-1.6664838118081187
40,4,1866,0.25,0.0,0.0,0.0,0.75,1,0.31216583089126754,-1.9584793749136804
41,5,1966,0.2,0.0,0.2,0.2,0.4,2,1.162107698156893,-0.9609958033719268
42,4,1694,0.0,0.0,0.25,0.75,0.0,0,0.092782183061934,1.6043226305325937
43,3,1120,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,3,-1.5968425864297604,-0.014206513206919484
44,5,1745,0.0,0.6,0.0,0.2,0.2,0,1.0205816459388166,1.0933756965681534
45,4,2049,0.25,0.25,0.0,0.0,0.5,2,0.5955327253506486,-0.8383969418186737
46,4,1219,0.25,0.0,0.25,0.25,0.25,1,-0.7758950863219881,-0.3248968117292285
47,3,1394,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,3,-1.1233268352774022,0.215304083398036
48,5,1825,0.0,0.2,0.2,0.2,0.4,2,0.9932279599592254,-0.5830961934837767
49,5,1871,0.0,0.4,0.0,0.4,0.2,2,1.246915750530413,1.236114901466863
50,6,2270,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,2,2.382526330185519,-0.05742252873788541
51,3,1243,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,-1.4010725833505342,1.4950954413162167
52,6,2619,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,2.958679237876551,0.09021978043310111
53,5,1888,0.4,0.0,0.4,0.0,0.2,2,0.8298596921971484,-1.304925133418446
54,5,1687,0.0,0.6,0.2,0.0,0.2,0,0.7552640682733831,0.19099104170343145
55,5,1976,0.2,0.4,0.0,0.2,0.2,2,1.3248723515579333,0.7036803516743714
56,5,2048,0.4,0.0,0.2,0.0,0.4,2,1.2054592741767094,-1.4904158875518683
57,5,1765,0.2,0.2,0.4,0.0,0.2,2,0.6880621474837708,-0.9293846705314223
58,3,837,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-2.25812482030876,-1.2283373412180643
59,3,1015,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,-1.7441137008182055,1.5249779699971513
60,3,1112,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,3,-1.6090130368657027,1.178654137036528
61,4,1812,0.25,0.0,0.5,0.0,0.25,1,-0.106253182637397,-1.540100537490666
62,4,1854,0.0,0.0,0.25,0.5,0.25,2,0.2795330933567835,0.24021879831065746
63,3,1544,0.0,0.0,0.0,1.0,0.0,0,-0.692297523362178,2.8509441388514527
64,4,1601,0.25,0.0,0.25,0.25,0.25,1,-0.20115075793317022,-0.3749631536420223
65,4,1909,0.25,0.0,0.0,0.25,0.5,3,0.4308418804470202,-0.6209814783155586
66,5,1824,0.4,0.0,0.0,0.4,0.2,2,1.0896729126851168,0.5234356463222624
67,3,861,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1,-2.446796851046903,-0.9572819396064757
68,3,1211,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,3,-1.4599270527036283,-0.02613331193483628
69,5,2084,0.0,0.4,0.0,0.2,0.4,2,1.524204614664328,0.13369141929510583
70,5,1908,0.4,0.0,0.0,0.6,0.0,2,1.2592402410419845,1.5869332029754335
71,4,1340,0.25,0.25,0.25,0.0,0.25,1,-0.6397910012073325,-0.5398220645089324
72,4,1999,0.5,0.0,0.0,0.5,0.0,3,0.5741836685720434,1.405148986300811
73,4,1662,0.5,0.0,0.25,0.0,0.25,3,-0.2094007895527344,-1.0312991143921297
74,4,2023,0.25,0.0,0.25,0.25,0.25,2,0.4337762226429584,-0.43027204444620815
75,5,1707,0.2,0.2,0.2,0.0,0.4,2,0.7356662750424882,-1.086303533206758
76,4,2024,0.0,0.25,0.5,0.0,0.25,2,0.2667950124086038,-1.1186115153075522
77,4,1636,0.5,0.25,0.25,0.0,0.0,3,-0.24048825277205219,0.11617563666040033
78,5,1666,0.4,0.2,0.0,0.2,0.2,2,0.8151926863436718,0.3848904805366664
79,3,1043,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.9481841615441093,-1.255336468008733
80,3,1511,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,-1.1612319320783224,0.8077812107361358
81,3,1021,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.9812846202471301,-1.2524530661184674
82,3,972,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,3,-1.758253815853531,0.27061297420222175
83,3,1372,1.0,0.0,0.0,0.0,0.0,3,-1.351197232588467,0.2801228043215006
84,5,2384,0.0,0.0,0.2,0.6,0.2,2,1.9142230332419758,0.5773993289907087
85,4,1848,0.0,0.0,0.5,0.5,0.0,0,0.1019194789907894,0.44665587885418395
86,5,2375,0.4,0.0,0.0,0.2,0.4,2,1.8755051878018079,-0.6232873739817574
87,6,2366,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,2,2.536683323353925,-1.5347549184485068
88,6,2370,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,2,2.5786210942096783,-0.043950678667482444
89,5,1969,0.0,0.0,0.2,0.6,0.2,2,1.2898280167986267,0.6317907737389009
90,4,1981,0.0,0.75,0.25,0.0,0.0,0,0.3867473992500108,0.9695077150871271
91,5,2523,0.2,0.4,0.0,0.0,0.4,2,2.1046863614558933,-0.44251841374050915
92,3,1309,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.5479695244984926,-1.29019941813649
93,6,2313,0.3333333333333333,0.0,0.0,0.5,0.16666666666666666,2,2.641238091504288,0.7218419124671182
94,4,1808,0.0,0.0,0.25,0.0,0.75,1,0.10236364643258894,-2.440019543776978
95,4,1346,0.25,0.25,0.0,0.25,0.25,0,-0.40819768838694476,0.5968744916039093
96,3,1640,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,-0.6091237417819113,2.572939965001121
97,3,1711,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0,-0.6355370490912385,0.507367535332752
98,4,1997,0.25,0.25,0.0,0.25,0.25,2,0.5712749759615381,0.5115520083965042
99,4,1401,0.0,0.25,0.5,0.0,0.25,1,-0.6705497954087615,-1.0369588163241215
100,4,1876,0.25,0.5,0.0,0.0,0.25,0,0.3432740153429637,0.3283441764097219
101,4,1927,0.25,0.5,0.0,0.25,0.0,0,0.4739865953361785,1.6647935632295652
102,4,1819,0.25,0.0,0.5,0.0,0.25,1,-0.09572121850461762,-1.5410179835466595
103,5,1707,0.2,0.2,0.4,0.0,0.2,2,0.6007973018121702,-0.9217829746389038
104,3,1383,0.0,0.0,0.0,1.0,0.0,0,-0.9345326984161039,2.8720453981393055
105,4,2264,0.25,0.5,0.0,0.0,0.25,0,0.9270457415598782,0.27749145216321935
106,4,1550,0.0,0.0,0.25,0.25,0.5,1,-0.23183476172117193,-1.0630714667711314
107,5,1892,0.2,0.2,0.4,0.2,0.0,2,0.922325826941997,0.12847714606350277
108,5,1640,0.2,0.4,0.0,0.2,0.2,2,0.8193380731845229,0.7477177623620643
109,4,1490,0.5,0.0,0.25,0.0,0.25,3,-0.46818619395817074,-1.008756154159144
110,5,1922,0.4,0.0,0.4,0.0,0.2,2,0.8810149465563626,-1.3093812999761292
111,5,1972,0.0,0.2,0.0,0.6,0.2,2,1.43563569750494,1.3821306994226925
112,3,1225,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,3,-1.3775985407687903,0.2374538524641672
113,6,2296,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,2,2.324327044802489,-0.6257685962332752
114,3,1932,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,-0.24176331208706753,0.7438245092188018
115,5,2084,0.0,0.0,0.6,0.2,0.2,2,1.1067476778494794,-1.203254255838332
116,4,1511,0.0,0.25,0.5,0.0,0.25,1,-0.5050475018936569,-1.0513758257754495
117,4,1871,0.25,0.25,0.0,0.25,0.25,2,0.3816996215715092,0.5280660374043891
118,5,2276,0.0,0.4,0.2,0.2,0.2,2,1.678212371933102,0.2730477431842784
119,5,2561,0.4,0.2,0.2,0.0,0.2,2,1.9837267970409176,-0.6423979016654705
120,3,1380,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,-1.3077738819257316,-0.4350501774977315
121,6,2089,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,2,2.0128818197331557,-0.5986384057203215
122,4,1662,0.25,0.5,0.25,0.0,0.0,0,-0.14728939039704644,0.562042511188487
123,6,2874,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,2,3.040167958446739,-1.626650712627756
124,5,1969,0.2,0.4,0.0,0.2,0.2,2,1.314340387425154,0.7045977977303649
125,3,992,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1,-2.1775918138624553,-0.3754185788157961
126,4,1994,0.0,0.5,0.25,0.0,0.25,0,0.39827550050845245,-0.17626320757570058
127,5,1747,0.2,0.0,0.4,0.2,0.2,2,0.6977387042010484,-0.7677722896237014
128,5,1847,0.4,0.2,0.0,0.2,0.2,2,1.087519187491253,0.36116794680311753
129,5,1995,0.4,0.2,0.2,0.2,0.0,2,1.175326027353985,0.5062910744728213
130,4,2058,0.0,1.0,0.0,0.0,0.0,0,0.6792164819509157,1.8978322045345046
131,4,2253,0.25,0.0,0.25,0.0,0.5,1,0.7258467742656016,-1.8035503372280808
132,4,1604,0.0,0.0,0.5,0.25,0.25,1,-0.3191743978061999,-0.8644982095646928
133,6,2631,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,2,2.853634874904233,-1.2996753111252717
134,4,1376,0.0,0.0,0.75,0.0,0.25,1,-0.8847814302661623,-1.972098619330309
135,5,1752,0.2,0.2,0.4,0.2,0.0,2,0.7116865442864095,0.14682606718337485
136,5,1851,0.2,0.2,0.2,0.0,0.4,2,0.952323822916807,-1.1051767092157694
137,3,936,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3,-1.9350812901591492,0.9362992956476621
138,5,2213,0.0,0.2,0.2,0.2,0.4,2,1.57699968617614,-0.6339489177302794
139,5,2132,0.2,0.4,0.0,0.2,0.2,2,1.5595846950884453,0.6832344109979425
140,5,1981,0.2,0.2,0.2,0.0,0.4,2,1.1479174425255667,-1.1222149931127934
141,4,1728,0.25,0.25,0.0,0.0,0.5,3,0.1125669415474796,-0.7963254869652528
142,3,971,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,3,-2.1179114391490277,-0.31950979605004914
143,5,1880,0.2,0.4,0.2,0.0,0.2,2,1.0023812543145545,-0.19372388174352823
144,4,1521,0.0,0.5,0.5,0.0,0.0,0,-0.48197057814439487,0.09138063127482778
145,3,626,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,3,-2.564879962993578,0.3247398965481956
146,4,1602,0.25,0.25,0.5,0.0,0.0,1,-0.41418084591834425,-0.3685100615377326
147,3,895,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,3,-1.9355039249818637,1.2070949647723297
148,3,1181,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,-1.740554011497887,-1.2734232616840355
149,4,2094,0.25,0.0,0.25,0.25,0.25,2,0.540600430275435,-0.439577568728429
150,5,2070,0.2,0.4,0.2,0.0,0.2,2,1.2882488522042805,-0.2186259889776403
